text,amount_vnd,category,type
Thanh toán Mẹ cho 500k 500k,500000,Quà tặng,Thu nhập
Mượn mẹ 100k hôm nay,100000,Mượn tiền,Thu nhập
Mua caffe đi tòa 33 nghìn,33000,Cafe,Chi tiêu
Photo document English 60k,60000,Giáo dục,Chi tiêu
Sinh nhật Mỹ Nhàn 600k hôm nay,600000,Đám tiệc,Chi tiêu
Sinh tố bơ 39k hôm nay,39000,Cafe,Chi tiêu
Sinh nhật sếp Hoài 350k hôm nay,350000,Đám tiệc,Chi tiêu
Đổ xăng 50k bằng tiền mặt,50000,Di chuyển,Chi tiêu
Ăn sáng 160k bằng tiền mặt,160000,Tạp phẩm,Chi tiêu
Đám cưới Ngân Ngân 400k hôm nay,400000,Đám tiệc,Chi tiêu
Mua thuốc sưng nướu răng 28k bằng tiền mặt,28000,Sức khỏe,Chi tiêu
Trả chị 2 300k tiền,300000,Trả nợ,Chi tiêu
100000,100000,Tạp phẩm,Chi tiêu
Sinh nhật Linh 220k hôm nay,220000,Đám tiệc,Chi tiêu
Sinh nhật sếp Hoài 350k,350000,Đám tiệc,Chi tiêu
Tiền bán dt anh 2 cho 200k bằng tiền mặt,200000,Quà tặng,Thu nhập
Ăn kem 30k tiền,30000,Cafe,Chi tiêu
30000,30000,Di chuyển,Chi tiêu
Đi xe xuống cơ quan 250k ck,250000,Di chuyển,Chi tiêu
Hớt tóc 60k ck,60000,Hớt tóc,Chi tiêu
299000,299000,Giáo dục,Chi tiêu
Uống nước nghe nhạc 40k bằng tiền mặt,40000,Cafe,Chi tiêu
2500000,2500000,Phiếu lương,Thu nhập
1000000,1000000,Giải trí,Chi tiêu
Hớt tóc 60k bằng tiền mặt,60000,Hớt tóc,Chi tiêu
Mượn 2 3tr 3tr tiền,3000000,Mượn tiền,Thu nhập
400000,400000,Đám tiệc,Chi tiêu
150000,150000,4G,Chi tiêu
Ăn bửa lãnh lương 100k hôm nay,100000,Phiếu lương,Thu nhập
Sách: Hiểu hết về tiền 230k,230000,Giáo dục,Chi tiêu
Mượn 2 mua lẩu 500k bằng tiền mặt,500000,Mượn tiền,Thu nhập
Uống nc 100k,100000,Tạp phẩm,Chi tiêu
Nước coca coi phim 57k ck,57000,Giải trí,Chi tiêu
Phụ cấp tháng 11 2.1tr,2072000,Phiếu lương,Thu nhập
Cho Hậu mượn 200k tiền,200000,Mượn tiền,Thu nhập
Tiền trả góp điện thoại tháng 7 830k bằng tiền mặt,830000,Trả nợ,Chi tiêu
Cho Hậu mượn 200k ck,200000,Mượn tiền,Thu nhập
100000,100000,Trả nợ,Chi tiêu
33000,33000,Cafe,Chi tiêu
Ăn sáng 75 nghìn,75000,Tạp phẩm,Chi tiêu
Card wifi 255k hôm nay,255000,4G,Chi tiêu
Cho Khải mua cầu 10k hôm nay,10000,Giải trí,Chi tiêu
Lương tháng 7 1.8tr ck,1800000,Phiếu lương,Thu nhập
Hớt tóc 60k tiền,60000,Hớt tóc,Chi tiêu
Mua bánh kem sn Vương 50k hôm nay,50000,Mỹ phẩm chăm sóc da,Chi tiêu
Thay nhông sên dĩa + mua bánh kem + ăn uống lặt vặt 430k hôm nay,430000,Mỹ phẩm chăm sóc da,Chi tiêu
50000,50000,Hớt tóc,Chi tiêu
Sim 5gb 1.1tr bằng tiền mặt,1050000,4G,Chi tiêu
Mua đất sét cho Khải học 23k hôm nay,23000,Giáo dục,Chi tiêu
Mua bánh kem sinh nhật anh 2 220k hôm nay,220000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Hớt tóc 30k,30000,Hớt tóc,Chi tiêu
Hớt tóc 2 cậu cháu 120 nghìn,120000,Hớt tóc,Chi tiêu
50000,50000,Sức khỏe,Chi tiêu
Ăn sáng 20k,20000,Tạp phẩm,Chi tiêu
"Mua sách ""Đúng Việc"" 105k",105000,Giáo dục,Chi tiêu
Cho Hậu mượn 100k 100k bằng tiền mặt,100000,Mượn tiền,Thu nhập
Cho Cupe Tiên mượn đóng tiền học 300k tiền,300000,Mượn tiền,Thu nhập
Đổ xăng 50 nghìn,50000,Di chuyển,Chi tiêu
300000,300000,Giải trí,Chi tiêu
10000,10000,Giải trí,Chi tiêu
40000,40000,Cafe,Chi tiêu
Lãnh lương tháng 6 6.5tr tiền,6500000,Phiếu lương,Thu nhập
Thuốc 120k,120000,Sức khỏe,Chi tiêu
Ăn uống đổ xăng 245k tiền,245000,Di chuyển,Chi tiêu
Phụ cấp tháng 12/2025 2.3 triệu,2300000,Phiếu lương,Thu nhập
Sách Con đường chẳng mấy ai đi 123k hôm nay,123000,Giáo dục,Chi tiêu
1000000,1000000,Giải trí,Chi tiêu
Dao cạo râu 22 nghìn,22000,Mỹ phẩm chăm sóc da,Chi tiêu
Sách: Hiểu hết về tiền 230k ck,230000,Giáo dục,Chi tiêu
500000,500000,Sức khỏe,Chi tiêu
Wifi tháng 5 65k,65000,4G,Chi tiêu
Ăn sáng 20k ck,20000,Tạp phẩm,Chi tiêu
Sách: Hiểu hết về tiền 230k,230000,Giáo dục,Chi tiêu
Ăn kem 30k tiền,30000,Cafe,Chi tiêu
Uống nước vs bạn 168 nghìn,168000,Cafe,Chi tiêu
Mua sữa cho bame 98k hôm nay,98000,Sức khỏe,Chi tiêu
Hớt tóc 50k ck,50000,Hớt tóc,Chi tiêu
185000,185000,Mỹ phẩm chăm sóc da,Chi tiêu
Mua khăn giấy 70k hôm nay,70000,Tạp phẩm,Chi tiêu
Sách: Hiểu hết về tiền 230k bằng tiền mặt,230000,Giáo dục,Chi tiêu
Hớt tóc 100k ck,100000,Hớt tóc,Chi tiêu
"Ăn uống, hớt tóc 185k tiền",185000,Tạp phẩm,Chi tiêu
Lương tháng 7 1.8tr tiền,1800000,Phiếu lương,Thu nhập
200000,200000,Trả nợ,Chi tiêu
Thanh toán Mượn 2 1tr 1tr,1000000,Mượn tiền,Thu nhập
Mua rau má + bánh 55k hôm nay,55000,Tạp phẩm,Chi tiêu
150000,150000,Mượn tiền,Thu nhập
Ăn sáng 37 nghìn,37000,Tạp phẩm,Chi tiêu
Hớt tóc 30 nghìn,30000,Hớt tóc,Chi tiêu
Xăng 30k hôm nay,30000,Di chuyển,Chi tiêu
Thanh toán Mượn tiền mua sách 120k 120k,120000,Mượn tiền,Thu nhập
Bán chai nc hoa poss 150k ck,150000,Khác,Chi tiêu
Lương tháng 7 180k bằng tiền mặt,180000,Phiếu lương,Thu nhập
Sinh nhật Mỹ Nhàn 600k tiền,600000,Đám tiệc,Chi tiêu
Làm răng 400k bằng tiền mặt,400000,Sức khỏe,Chi tiêu
Cho Hậu mượn 100 nghìn 100 nghìn,100000,Mượn tiền,Thu nhập
Hớt tóc 30 nghìn,30000,Hớt tóc,Chi tiêu
3 ngày đi dạy SC 1tr,1000000,Phiếu lương,Thu nhập
Thanh toán Trà sữa 40k,40000,Cafe,Chi tiêu
Sinh tố bơ 39k ck,39000,Cafe,Chi tiêu
Mua bánh kem sinh nhật anh 2 220k ck,220000,Mỹ phẩm chăm sóc da,Chi tiêu
Phụ cấp tháng 10 2tr ck,1952000,Phiếu lương,Thu nhập
Trả nợ chị 2 1.5 triệu,1500000,Trả nợ,Chi tiêu
Bánh kem sinh nhật chị Nị 145k bằng tiền mặt,145000,Đám tiệc,Chi tiêu
Mua sữa cho nội 300k hôm nay,300000,Mượn tiền,Thu nhập
120000,120000,Sức khỏe,Chi tiêu
20000,20000,Mỹ phẩm chăm sóc da,Chi tiêu
2500000,2500000,Trả nợ,Chi tiêu
Cho Khải mua cầu 10k ck,10000,Giải trí,Chi tiêu
Hớt tóc 30k tiền,30000,Hớt tóc,Chi tiêu
360000,360000,Quà tặng,Thu nhập
Mua caffe đi tòa 33k bằng tiền mặt,33000,Cafe,Chi tiêu
10000,10000,Sức khỏe,Chi tiêu
Đám cưới Oanh 1tr,1000000,Giải trí,Chi tiêu
1050000,1050000,4G,Chi tiêu
Mượn tiền mua sách 120k 120k hôm nay,120000,Mượn tiền,Thu nhập
Mẹ cho 1tr tiền,1000000,Quà tặng,Thu nhập
Thanh toán Dây cáp mạng 120k,120000,4G,Chi tiêu
Sim 5gb 1.1tr ck,1050000,4G,Chi tiêu
Phụ cấp tháng 10 2tr ck,2000000,Phiếu lương,Thu nhập
Cho Hậu mượn 200k hôm nay,200000,Mượn tiền,Thu nhập
Bánh kem sinh nhật chị Nị 145k bằng tiền mặt,145000,Đám tiệc,Chi tiêu
Thuốc nhỏ mắt 20k bằng tiền mặt,20000,Sức khỏe,Chi tiêu
Định lượng 3 tháng 1.1tr hôm nay,1073000,Quà tặng,Thu nhập
Kem đánh răng 25k bằng tiền mặt,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Mẹ cho tiền mua đồ chuẩn bị nhập ngũ 1tr tiền,1000000,Quà tặng,Thu nhập
Phiếu lương 7.6tr bằng tiền mặt,7643000,Phiếu lương,Thu nhập
Nước đá thả lỏng sau long run 5k,5000,Sức khỏe,Chi tiêu
Mua sữa cho bame 98 nghìn,98000,Sức khỏe,Chi tiêu
Trả nợ 2 1tr tiền,1000000,Trả nợ,Chi tiêu
Lương tháng 7 180 nghìn,180000,Phiếu lương,Thu nhập
Thanh toán Caffe vs đám bạn 66k,66000,Cafe,Chi tiêu
Thanh toán Mua sách 182k,182000,Giáo dục,Chi tiêu
255000,255000,4G,Chi tiêu
Định lượng tháng 10 400k hôm nay,400000,Phiếu lương,Thu nhập
Mua lốc sữa Ensure cho mami 220k tiền,220000,Sức khỏe,Chi tiêu
Trả tiền cupe Tiên 500 nghìn,500000,Trả nợ,Chi tiêu
Sinh nhật Linh 220k hôm nay,220000,Đám tiệc,Chi tiêu
Thanh toán Xăng 50k,50000,Di chuyển,Chi tiêu
Thuốc nhứt răng 31k tiền,31000,Sức khỏe,Chi tiêu
Thanh toán Mượn chị 2 đóng học phí 1tr,1000000,Mượn tiền,Thu nhập
Tiền chú Sơn CSGT đãi tiệc chú Tùng 500k tiền,500000,Quà tặng,Thu nhập
Mượn 2 1tr 1tr tiền,1000000,Mượn tiền,Thu nhập
Đám cưới 500k tiền,500000,Đám tiệc,Chi tiêu
2000000,2000000,Mượn tiền,Thu nhập
Thanh toán Hớt tóc 100k,100000,Hớt tóc,Chi tiêu
Trả chị 2 300k tiền,300000,Trả nợ,Chi tiêu
Trả chị 2 300k hôm nay,300000,Trả nợ,Chi tiêu
Lì xì mùng 1 860k bằng tiền mặt,860000,Quà tặng,Thu nhập
10000,10000,Sức khỏe,Chi tiêu
Nhổ răng 500k 500k tiền,500000,Sức khỏe,Chi tiêu
Xăng xe 50k hôm nay,50000,Di chuyển,Chi tiêu
"Mua sách ""Đúng Việc"" 105k",105000,Giáo dục,Chi tiêu
7643000,7643000,Phiếu lương,Thu nhập
"Hỗ trợ, hướng dẫn sư cô 2 buổi về AI 400k ck",400000,Quà tặng,Thu nhập
Phiếu lương 7.6tr ck,7643000,Phiếu lương,Thu nhập
Wifi 130k ck,130000,4G,Chi tiêu
Sửa quần cảnh sát 30k tiền,30000,Khác,Chi tiêu
Mua lốc sữa Ensure cho mami 220k tiền,220000,Sức khỏe,Chi tiêu
Sách: Một cuốn sách về chủ nghĩa tối giản 171k tiền,171000,Giáo dục,Chi tiêu
Thanh toán Mua bánh xèo vào ăn vs Bằng 100k,100000,Giải trí,Chi tiêu
Ăn sáng 15k bằng tiền mặt,15000,Tạp phẩm,Chi tiêu
Phụ cấp tháng 11 2.1tr hôm nay,2072000,Phiếu lương,Thu nhập
Áo + 50k giải CLB Runner LA 200k,200000,Trả nợ,Chi tiêu
1000000,1000000,Mượn tiền,Thu nhập
Thưởng cơ quan + định lượng 2tr bằng tiền mặt,2000000,Quà tặng,Thu nhập
2 đưa tiền ăn sáng vs Khải 50k hôm nay,50000,Quà tặng,Thu nhập
Ship hàng sim 30k bằng tiền mặt,30000,4G,Chi tiêu
Thanh toán Trả nợ 2 1tr,1000000,Trả nợ,Chi tiêu
500000,500000,Quà tặng,Thu nhập
Thanh toán Thưởng tết 5.7tr,5700000,Phiếu lương,Thu nhập
Khác 28k tiền,28000,Khác,Chi tiêu
"Sách ""Chinh phục những điều bất khả thi"" 163k",163000,Giáo dục,Chi tiêu
300000,300000,Giải trí,Chi tiêu
Sữa tắm + lăn khử mùi 210k tiền,210000,Mỹ phẩm chăm sóc da,Chi tiêu
Đưa Cupe Tiên bỏ túi 200k tiền,200000,Khác,Chi tiêu
Mua thuốc 28k ck,28000,Sức khỏe,Chi tiêu
Ăn sáng + caffee 85 nghìn,85000,Tạp phẩm,Chi tiêu
300000,300000,Mượn tiền,Thu nhập
75000,75000,Tạp phẩm,Chi tiêu
Cọc tiền dt 450k bằng tiền mặt,450000,Trả nợ,Chi tiêu
"Mua sách ""Thay đổi thói quen đánh thức chính mình"" 299k hôm nay",299000,Giáo dục,Chi tiêu
Lương tháng 7 180k tiền,180000,Phiếu lương,Thu nhập
Ăn sáng 25k tiền,25000,Tạp phẩm,Chi tiêu
Đám cưới Oanh 1tr bằng tiền mặt,1000000,Giải trí,Chi tiêu
Caffe 100 nghìn,100000,Mượn tiền,Thu nhập
Bông tẩy trang 26k tiền,26000,Mỹ phẩm chăm sóc da,Chi tiêu
Nước coca coi phim 57k bằng tiền mặt,57000,Giải trí,Chi tiêu
Đổ xăng 50k ck,50000,Di chuyển,Chi tiêu
Mẹ cho 1tr 1tr bằng tiền mặt,1000000,Quà tặng,Thu nhập
Thanh toán Mua kẹo ngậm 10k,10000,Sức khỏe,Chi tiêu
Mua bánh kem sn Vương 50k bằng tiền mặt,50000,Mỹ phẩm chăm sóc da,Chi tiêu
Mạng 150k,150000,4G,Chi tiêu
Mua đất sét cho Khải học 23k hôm nay,23000,Giáo dục,Chi tiêu
Mẹ cho 500 nghìn,500000,Quà tặng,Thu nhập
Chụp hình 4x6 75k bằng tiền mặt,75000,Khác,Chi tiêu
Dây cáp mạng 120 nghìn,120000,4G,Chi tiêu
Lì xì của cô năm r xài r nữa 16k tiền,16000,Quà tặng,Thu nhập
Mua bánh kem sinh nhật anh 2 220k tiền,220000,Mỹ phẩm chăm sóc da,Chi tiêu
Vaselines khô môi 65k bằng tiền mặt,65000,Mỹ phẩm chăm sóc da,Chi tiêu
Gửi xe 5k tiền,5000,Di chuyển,Chi tiêu
Mẹ cho 500k hôm nay,500000,Quà tặng,Thu nhập
Mua vé xem phim 2/9 160k bằng tiền mặt,160000,Giải trí,Chi tiêu
Hớt tóc 50k hôm nay,50000,Hớt tóc,Chi tiêu
Nc tẩy trang + srm + bông tẩy trang 395k ck,395000,Mỹ phẩm chăm sóc da,Chi tiêu
70000,70000,Hớt tóc,Chi tiêu
Sim 5gb 1.1tr tiền,1050000,4G,Chi tiêu
Tiền làm pptx cho Vẹn vs bạn Vẹn 1 triệu,1000000,Phiếu lương,Thu nhập
50000,50000,Tạp phẩm,Chi tiêu
Nạp tiền dt 10k bằng tiền mặt,10000,Khác,Chi tiêu
Thanh toán Card wifi 255k,255000,4G,Chi tiêu
Sửa rửa mặt 283k bằng tiền mặt,283000,Mỹ phẩm chăm sóc da,Chi tiêu
K rõ tiền đâu ra 27k ck,27000,Quà tặng,Thu nhập
Thanh toán Ăn hủ tiếu 44k,44000,Tạp phẩm,Chi tiêu
Lương tháng 1 2tr ck,1962000,Phiếu lương,Thu nhập
Mua thuốc 60 nghìn,60000,Sức khỏe,Chi tiêu
Phụ cấp tháng 7/2025 2.1tr bằng tiền mặt,2150000,Phiếu lương,Thu nhập
Photo giấy ôn thi cho Khải 2k hôm nay,2000,Giáo dục,Chi tiêu
Thanh toán Hớt tóc 50k,50000,Hớt tóc,Chi tiêu
5000,5000,4G,Chi tiêu
50000,50000,Di chuyển,Chi tiêu
Mua lốc sữa Ensure cho mami 220k,220000,Sức khỏe,Chi tiêu
Ăn vặt 40k hôm nay,40000,Tạp phẩm,Chi tiêu
Bắt grab về nhà nghỉ 589k ck,589000,Di chuyển,Chi tiêu
Cho nội 200k ck,200000,Khác,Chi tiêu
Đặt vớ 60k hôm nay,60000,Khác,Chi tiêu
Thanh toán Hớt tóc 50k,50000,Sức khỏe,Chi tiêu
Không rõ mất hay xài 224k bằng tiền mặt,224000,Khác,Chi tiêu
"Thanh toán Đóng khung hình, photo công chứng 134k",134000,Khác,Chi tiêu
Uống nước nghe nhạc 40k bằng tiền mặt,40000,Cafe,Chi tiêu
Thanh toán Đổ xăng 20k,20000,Di chuyển,Chi tiêu
Xăng xe 50k tiền,50000,Di chuyển,Chi tiêu
Thanh toán Sinh nhật anh Tiến 200k,200000,Trả nợ,Chi tiêu
Thanh toán Trang trí tết 200k,200000,Khác,Chi tiêu
Thanh toán Hớt tóc 60k,60000,Hớt tóc,Chi tiêu
Photo document English 60k,60000,Giáo dục,Chi tiêu
Sách Khắc đi khắc đến - Xuân Phượng 145k tiền,145000,Giáo dục,Chi tiêu
Thanh toán Ăn sáng 20k,20000,Tạp phẩm,Chi tiêu
20000,20000,Mỹ phẩm chăm sóc da,Chi tiêu
Viettel 5G 150 nghìn,150000,4G,Chi tiêu
Thanh toán Gửi thư xin học lại 18k,18000,Giáo dục,Chi tiêu
Hớt tóc 2 cậu cháu 120 nghìn,120000,Hớt tóc,Chi tiêu
Mua thuốc 28k,28000,Sức khỏe,Chi tiêu
Xăng 30k ck,30000,Di chuyển,Chi tiêu
Bame cho 100k bằng tiền mặt,100000,Khác,Chi tiêu
Xà bông gọi đầu 30k,30000,Khác,Chi tiêu
Ăn sáng 60 nghìn,60000,Tạp phẩm,Chi tiêu
Ăn sáng phở 40k bằng tiền mặt,40000,Tạp phẩm,Chi tiêu
Trả tiền ăn cơ quan 150k hôm nay,150000,Phiếu lương,Thu nhập
Mua vé xem phim 2/9 160k bằng tiền mặt,160000,Giải trí,Chi tiêu
Mua bánh bao 10 nghìn,10000,Tạp phẩm,Chi tiêu
Không nhớ rõ hoặc nhầm 96k ck,96000,Khác,Chi tiêu
Xem phim công tử bạc liêu 146k ck,146000,Giải trí,Chi tiêu
Tiền trả góp dt tháng 9 840k ck,840000,Trả nợ,Chi tiêu
Khác 28k,28000,Khác,Chi tiêu
Thanh toán Trả chị 2 300k,300000,Trả nợ,Chi tiêu
Đám cưới Duyên 500k hôm nay,500000,Đám tiệc,Chi tiêu
Mẹ cho 1tr bằng tiền mặt,1000000,Quà tặng,Thu nhập
Mua nc muối 10k tiền,10000,Sức khỏe,Chi tiêu
Mẹ cho 300 nghìn,300000,Quà tặng,Thu nhập
Hớt tóc 50k bằng tiền mặt,50000,Hớt tóc,Chi tiêu
Thanh toán Khám sức khỏe hồ sơ xin việc 120k,120000,Sức khỏe,Chi tiêu
Học phí  nghìnỳ 1 UIT 6.3 triệu,6320000,Giáo dục,Chi tiêu
Mua chuối 8k,8000,Tạp phẩm,Chi tiêu
Thanh toán Hớt tóc 30k,30000,Hớt tóc,Chi tiêu
Thanh toán Sách Tài chính cá nhân dành cho người Việt Nam 157k,157000,Giáo dục,Chi tiêu
Mượn mẹ 100k hôm nay,100000,Mượn tiền,Thu nhập
Mua nc muối 10 nghìn,10000,Sức khỏe,Chi tiêu
Mẹ cho 1tr 1tr ck,1000000,Quà tặng,Thu nhập
Xăng 30k hôm nay,30000,Di chuyển,Chi tiêu
Dây cáp mạng 120 nghìn,120000,4G,Chi tiêu
Ăn uống 199k tiền,199000,Tạp phẩm,Chi tiêu
20000,20000,Khác,Chi tiêu
Trả tiền thiếu 100k tiền,100000,Trả nợ,Chi tiêu
Trail leo núi Dinh BR VT 298k tiền,298000,Giải trí,Chi tiêu
Mượn 2 3tr 3tr ck,3000000,Mượn tiền,Thu nhập
Mua bánh kem sn Vương 50k bằng tiền mặt,50000,Mỹ phẩm chăm sóc da,Chi tiêu
70000,70000,Tạp phẩm,Chi tiêu
Hớt tóc 50 nghìn,50000,Hớt tóc,Chi tiêu
5G 150k ck,150000,4G,Chi tiêu
20000,20000,Tạp phẩm,Chi tiêu
145000,145000,Giáo dục,Chi tiêu
Thanh toán Trà sữa 40k,40000,Cafe,Chi tiêu
Mạng 150 nghìn,150000,4G,Chi tiêu
Ăn uống đi bệnh viện 143k bằng tiền mặt,143000,Giải trí,Chi tiêu
Đám cưới Oanh 1tr bằng tiền mặt,1000000,Giải trí,Chi tiêu
"Sách ""Chinh phục những điều bất khả thi"" 163k tiền",163000,Giáo dục,Chi tiêu
Mua bánh xèo vào ăn vs Bằng 100k ck,100000,Giải trí,Chi tiêu
Đổ xăng 30 nghìn,30000,Di chuyển,Chi tiêu
Sim 5gb 1.1tr hôm nay,1050000,4G,Chi tiêu
Ship hàng sim 30k bằng tiền mặt,30000,4G,Chi tiêu
Cho Bằng mượn 1tr bằng tiền mặt,1000000,Mượn tiền,Thu nhập
Thanh toán Xăng xe 30k,30000,Di chuyển,Chi tiêu
Đổ xăng 30 nghìn,30000,Di chuyển,Chi tiêu
Chị Hương lì xì 100k hôm nay,100000,Quà tặng,Thu nhập
Hớt tóc 50k hôm nay,50000,Hớt tóc,Chi tiêu
Khác 46k bằng tiền mặt,46000,Khác,Chi tiêu
Thanh toán Thuốc 7 ngày 98k,98000,Sức khỏe,Chi tiêu
Hớt tóc 60k bằng tiền mặt,60000,Hớt tóc,Chi tiêu
Sinh nhật Mỹ Nhàn 600k hôm nay,600000,Đám tiệc,Chi tiêu
Phụ cấp tháng 5/2025 2.2 triệu,2220000,Phiếu lương,Thu nhập
Cho Bằng mượn tiền 500k,500000,Mượn tiền,Thu nhập
Phiếu lương 7.4tr tiền,7400000,Phiếu lương,Thu nhập
Làm tóc 260 nghìn,260000,Hớt tóc,Chi tiêu
Nc tẩy trang + srm + bông tẩy trang 395k bằng tiền mặt,395000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Kem đánh răng 25k,25000,Mỹ phẩm chăm sóc da,Chi tiêu
60000,60000,Hớt tóc,Chi tiêu
Gửi xe bv 10k bằng tiền mặt,10000,Di chuyển,Chi tiêu
Mua sữa thăm bệnh a Khoa 85k ck,85000,Tạp phẩm,Chi tiêu
5000,5000,Sức khỏe,Chi tiêu
Mua kẹo ngậm 10k bằng tiền mặt,10000,Sức khỏe,Chi tiêu
Hớt tóc + cao lông mặt 70k,70000,Sức khỏe,Chi tiêu
39000,39000,Cafe,Chi tiêu
Sửa rửa mặt 283k tiền,283000,Mỹ phẩm chăm sóc da,Chi tiêu
Thay nhớt 120 nghìn,120000,Di chuyển,Chi tiêu
Phụ cấp tháng 11 2.1tr tiền,2072000,Phiếu lương,Thu nhập
200000,200000,Quà tặng,Thu nhập
Hùng tiền nhậu 100k tiền,100000,Đám tiệc,Chi tiêu
Nước coca coi phim 57k,57000,Giải trí,Chi tiêu
400000,400000,Sức khỏe,Chi tiêu
Mẹ cho 1 triệu 1 triệu,1000000,Quà tặng,Thu nhập
Mượn tiền 200k hôm nay,200000,Mượn tiền,Thu nhập
Khác 28k bằng tiền mặt,28000,Khác,Chi tiêu
154000,154000,Sức khỏe,Chi tiêu
Thanh toán Mượn tiền mua sách 120k 120k,120000,Mượn tiền,Thu nhập
Đám cưới Ngân Ngân 400k tiền,400000,Đám tiệc,Chi tiêu
Mạng 5g Viettel 150k tiền,150000,4G,Chi tiêu
Mua sữa cho nội 300 nghìn,300000,Mượn tiền,Thu nhập
Sinh nhật Linh 220k hôm nay,220000,Đám tiệc,Chi tiêu
Cho Bằng mượn 1tr tiền,1000000,Mượn tiền,Thu nhập
Photo document English 60k bằng tiền mặt,60000,Giáo dục,Chi tiêu
"Mua sách ""Thay đổi thói quen đánh thức chính mình"" 299k bằng tiền mặt",299000,Giáo dục,Chi tiêu
Mua bánh kem cho a 2 20k bằng tiền mặt,20000,Mỹ phẩm chăm sóc da,Chi tiêu
Card wifi 255k ck,255000,4G,Chi tiêu
Khám sức khỏe hồ sơ xin việc 120k bằng tiền mặt,120000,Sức khỏe,Chi tiêu
Nạp tiền dt cho mẹ 30k ck,30000,Khác,Chi tiêu
Sửa rửa mặt 283k ck,283000,Mỹ phẩm chăm sóc da,Chi tiêu
Trả tiền thiếu 100k hôm nay,100000,Trả nợ,Chi tiêu
Mẹ 500 nghìn + Cô 5 500 nghìn 1 triệu,1000000,Quà tặng,Thu nhập
Mua dầu gội clear 185k bằng tiền mặt,185000,Mỹ phẩm chăm sóc da,Chi tiêu
Trả tiền ship 30 nghìn,30000,Khác,Chi tiêu
Nạp tiền dt mua mạng 10k ck,10000,4G,Chi tiêu
Bánh kem sinh nhật Khải 210k ck,210000,Đám tiệc,Chi tiêu
Đám cưới Oanh 1tr bằng tiền mặt,1000000,Giải trí,Chi tiêu
Xăng 30k,30000,Di chuyển,Chi tiêu
Đám cưới Duyên 500k tiền,500000,Đám tiệc,Chi tiêu
70000,70000,Hớt tóc,Chi tiêu
Hớt tóc 70 nghìn,70000,Hớt tóc,Chi tiêu
Bán chai nc hoa poss 150k ck,150000,Khác,Chi tiêu
Xăng 30 nghìn,30000,Di chuyển,Chi tiêu
"Mua sách ""Thay đổi thói quen đánh thức chính mình"" 299k bằng tiền mặt",299000,Giáo dục,Chi tiêu
5G 150k hôm nay,150000,4G,Chi tiêu
60000,60000,Hớt tóc,Chi tiêu
Cho Hậu mượn 200k ck,200000,Mượn tiền,Thu nhập
Tiền trả góp điện thoại tháng 7 830k,830000,Trả nợ,Chi tiêu
Uống nước nghe nhạc 40k ck,40000,Cafe,Chi tiêu
36000,36000,Tạp phẩm,Chi tiêu
Xăng xe 30k tiền,30000,Di chuyển,Chi tiêu
Nạp tiền dt 10k bằng tiền mặt,10000,Khác,Chi tiêu
Thanh toán Tiền làm pptx cho Vẹn vs bạn Vẹn 1tr,1000000,Phiếu lương,Thu nhập
Sách Tài chính cá nhân dành cho người Việt Nam 157 nghìn,157000,Giáo dục,Chi tiêu
Điện + wifi 222k,222000,4G,Chi tiêu
Reset đúng tiền trong ví 56k,56000,Khác,Chi tiêu
Sách Con đường chẳng mấy ai đi 123 nghìn,123000,Giáo dục,Chi tiêu
Ăn uống đi bệnh viện 143k tiền,143000,Giải trí,Chi tiêu
Lương tháng 9 2tr tiền,1981000,Phiếu lương,Thu nhập
Hớt tóc + cao lông mặt 70 nghìn,70000,Sức khỏe,Chi tiêu
Uống nước vs bạn 168k bằng tiền mặt,168000,Cafe,Chi tiêu
Ăn uống đi bệnh viện 143k hôm nay,143000,Giải trí,Chi tiêu
Cắt tóc 60k ck,60000,Hớt tóc,Chi tiêu
25000,25000,Tạp phẩm,Chi tiêu
Thanh toán Tiền bán dt anh 2 cho 200k,200000,Quà tặng,Thu nhập
Mua caffe đi tòa 33k tiền,33000,Cafe,Chi tiêu
50000,50000,Di chuyển,Chi tiêu
200000,200000,Khác,Chi tiêu
Xà bông gội đầu 25k ck,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Hớt tóc 60 nghìn,60000,Hớt tóc,Chi tiêu
Thanh toán Mua đồ ăn cơm 50k,50000,Tạp phẩm,Chi tiêu
Trà sữa 40k,40000,Cafe,Chi tiêu
Bông tẩy trang 26k ck,26000,Mỹ phẩm chăm sóc da,Chi tiêu
5G 150k tiền,150000,4G,Chi tiêu
Thanh toán Mua 2 ngày thuốc cảm 40k,40000,Sức khỏe,Chi tiêu
Trả nợ chị 2 1.5 triệu,1500000,Trả nợ,Chi tiêu
Hớt tóc 60k tiền,60000,Hớt tóc,Chi tiêu
Ăn uống đi bệnh viện 143k bằng tiền mặt,143000,Giải trí,Chi tiêu
Thanh toán Đám cưới Oanh 1tr,1000000,Giải trí,Chi tiêu
Hớt tóc 60k tiền,60000,Hớt tóc,Chi tiêu
450000,450000,Trả nợ,Chi tiêu
Lương tháng 1 2tr,1962000,Phiếu lương,Thu nhập
65000,65000,4G,Chi tiêu
