text,amount_vnd,category,type
Mua dầu gội clear 185k hôm nay,185000,Mỹ phẩm chăm sóc da,Chi tiêu
Sáp khử mùi 119k tiền,119000,Mỹ phẩm chăm sóc da,Chi tiêu
Ăn bửa lãnh lương 100k tiền,100000,Phiếu lương,Thu nhập
Kem đánh răng 25k,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Cho Cupe Tiên mượn đóng tiền học 300k bằng tiền mặt,300000,Mượn tiền,Thu nhập
40000,40000,Khác,Chi tiêu
Sinh nhật Linh 220k hôm nay,220000,Đám tiệc,Chi tiêu
400000,400000,Phiếu lương,Thu nhập
Hớt tóc 60k ck,60000,Hớt tóc,Chi tiêu
Sinh tố bơ 39k,39000,Cafe,Chi tiêu
Anh Hiếu mừng sn 200k,200000,Khác,Chi tiêu
Thanh toán Lãnh lương tháng 6 6.5tr,6500000,Phiếu lương,Thu nhập
Thanh toán Hớt tóc 35k,35000,Hớt tóc,Chi tiêu
Trà sữa 40k bằng tiền mặt,40000,Cafe,Chi tiêu
Mua xà bông gội đầu 30k hôm nay,30000,Mỹ phẩm chăm sóc da,Chi tiêu
Xăng 30 nghìn,30000,Di chuyển,Chi tiêu
Sim 5gb 1.1 triệu,1050000,4G,Chi tiêu
Sáp khử mùi 119k tiền,119000,Mỹ phẩm chăm sóc da,Chi tiêu
Đổ xăng 50k ck,50000,Di chuyển,Chi tiêu
Cho Khải mua cầu 10k,10000,Giải trí,Chi tiêu
50000,50000,Tạp phẩm,Chi tiêu
Thay nhông sên dĩa + mua bánh kem + ăn uống lặt vặt 430k hôm nay,430000,Mỹ phẩm chăm sóc da,Chi tiêu
Xăng 30k hôm nay,30000,Di chuyển,Chi tiêu
Thanh toán Đám cưới Oanh 1tr,1000000,Giải trí,Chi tiêu
Mua đồ ăn cơm 86k bằng tiền mặt,86000,Tạp phẩm,Chi tiêu
Mẹ cho 1 triệu 1 triệu,1000000,Quà tặng,Thu nhập
Uống nước vs bạn 168k tiền,168000,Cafe,Chi tiêu
Xăng xe 30k bằng tiền mặt,30000,Di chuyển,Chi tiêu
Sinh nhật sếp Hoài 350k tiền,350000,Đám tiệc,Chi tiêu
Thanh toán Mạng 5G 150k,150000,4G,Chi tiêu
"Sách ""Một đời như kẻ tìm đường"" 135k ck",135000,Giáo dục,Chi tiêu
200000,200000,Trả nợ,Chi tiêu
5700000,5700000,Phiếu lương,Thu nhập
Sinh nhật anh Tiến 200k ck,200000,Trả nợ,Chi tiêu
Đám cưới Oanh 1tr,1000000,Giải trí,Chi tiêu
Mượn 2 3tr 3tr tiền,3000000,Mượn tiền,Thu nhập
Mua thuốc 60 nghìn,60000,Sức khỏe,Chi tiêu
Bánh kem sinh nhật chị Nị 145k bằng tiền mặt,145000,Đám tiệc,Chi tiêu
Ăn uống vs bạn bè 200k ck,200000,Giải trí,Chi tiêu
Mua chai nước muối súc miệng 10k tiền,10000,Sức khỏe,Chi tiêu
10000,10000,4G,Chi tiêu
300000,300000,Giải trí,Chi tiêu
Đá banh 20k tiền,20000,Khác,Chi tiêu
Ăn uống đi bệnh viện 143k ck,143000,Giải trí,Chi tiêu
Mua sữa cho nội 300k,300000,Mượn tiền,Thu nhập
Thanh toán Mua nc muối 10k,10000,Sức khỏe,Chi tiêu
Bame cho 100k bằng tiền mặt,100000,Khác,Chi tiêu
Xà bông gội đầu 25k,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Đưa cupe Tiên mượn 150 nghìn 150 nghìn,150000,Mượn tiền,Thu nhập
Đám cưới Ngân Ngân 400k tiền,400000,Đám tiệc,Chi tiêu
Mẹ cho 500k tiền,500000,Quà tặng,Thu nhập
32000,32000,Sức khỏe,Chi tiêu
Gửi xe 5k ck,5000,Di chuyển,Chi tiêu
Ăn uống đi bệnh viện 143k hôm nay,143000,Giải trí,Chi tiêu
Reset tiền 1.5 triệu,1453000,Quà tặng,Thu nhập
Dán dt cho Mẹ 60k ck,60000,Khác,Chi tiêu
36000,36000,Tạp phẩm,Chi tiêu
Điện + wifi 222k,222000,4G,Chi tiêu
Tiền ăn 2 cho 101k hôm nay,101000,Quà tặng,Thu nhập
Cho Hậu mượn 200k hôm nay,200000,Mượn tiền,Thu nhập
Nc tẩy  triệuang + srm + bông tẩy  triệuang 395 nghìn,395000,Mỹ phẩm chăm sóc da,Chi tiêu
146000,146000,Giải trí,Chi tiêu
Ship hàng sim 30k ck,30000,4G,Chi tiêu
Mượn a Hảo. Đã  triệuả 100 nghìn,100000,Trả nợ,Chi tiêu
Vaselines khô môi 65k bằng tiền mặt,65000,Mỹ phẩm chăm sóc da,Chi tiêu
Cắt tóc 60k,60000,Hớt tóc,Chi tiêu
Thuốc 120k tiền,120000,Sức khỏe,Chi tiêu
Sinh tố bơ 39k,39000,Cafe,Chi tiêu
Vaselines khô môi 65k tiền,65000,Mỹ phẩm chăm sóc da,Chi tiêu
Ăn sáng 25k tiền,25000,Tạp phẩm,Chi tiêu
1200000,1200000,Tạp phẩm,Chi tiêu
Thanh toán Ăn bửa lãnh lương 100k,100000,Phiếu lương,Thu nhập
Ăn sáng 95k tiền,95000,Tạp phẩm,Chi tiêu
3 ngày đi dạy SC 1tr,1000000,Phiếu lương,Thu nhập
Khác 46k bằng tiền mặt,46000,Khác,Chi tiêu
Thanh toán 4G 5k,5000,4G,Chi tiêu
Đổ xăng 50k bằng tiền mặt,50000,Di chuyển,Chi tiêu
18000,18000,Di chuyển,Chi tiêu
Card wifi 255k hôm nay,255000,4G,Chi tiêu
Trả chị 2 300k bằng tiền mặt,300000,Trả nợ,Chi tiêu
Tiền làm pptx cho Vẹn vs bạn Vẹn 1tr ck,1000000,Phiếu lương,Thu nhập
210000,210000,Mỹ phẩm chăm sóc da,Chi tiêu
Sinh nhật sếp Hoài 350k hôm nay,350000,Đám tiệc,Chi tiêu
Mua quà 20/10 cho người thân bạn bè 135 nghìn,135000,Quà tặng,Thu nhập
Thanh toán Đám cưới Huyền 500k,500000,Đám tiệc,Chi tiêu
Trail leo núi Dinh BR VT 298k hôm nay,298000,Giải trí,Chi tiêu
Uống nước vs bạn 168 nghìn,168000,Cafe,Chi tiêu
Bánh kem sinh nhật chị Nị 145k,145000,Đám tiệc,Chi tiêu
Hùng tiền nhậu 100k hôm nay,100000,Đám tiệc,Chi tiêu
Mua sách 182k ck,182000,Giáo dục,Chi tiêu
Nhổ răng 500k 500k,500000,Sức khỏe,Chi tiêu
Sim 5gb 1.1tr bằng tiền mặt,1050000,4G,Chi tiêu
Lãnh lương tháng 6 6.5tr tiền,6500000,Phiếu lương,Thu nhập
Reset đúng tiền trong ví 56k,56000,Khác,Chi tiêu
Mạng 5g Viettel 150k,150000,4G,Chi tiêu
Mượn chị 2 200k hôm nay,200000,Mượn tiền,Thu nhập
33000,33000,Cafe,Chi tiêu
Lương tháng 10 2tr,1990000,Phiếu lương,Thu nhập
Lương tháng 7 180 nghìn,180000,Phiếu lương,Thu nhập
Ăn sáng 165 nghìn,165000,Tạp phẩm,Chi tiêu
Lì xì 200k hôm nay,200000,Quà tặng,Thu nhập
Ăn sáng 20k,20000,Tạp phẩm,Chi tiêu
Lì xì 2 đứa con Bằng 100k,100000,Quà tặng,Thu nhập
Hớt tóc 50k hôm nay,50000,Hớt tóc,Chi tiêu
Xăng xe 50k ck,50000,Di chuyển,Chi tiêu
Trả nợ chị 2 1.5 triệu,1500000,Trả nợ,Chi tiêu
Nạp tiền dt mua mạng 130 nghìn,130000,4G,Chi tiêu
Trà sữa 40k ck,40000,Cafe,Chi tiêu
Đưa cupe Tiên mượn 150k 150k hôm nay,150000,Mượn tiền,Thu nhập
Nước dừa 30k hôm nay,30000,Tạp phẩm,Chi tiêu
Sinh tố bơ 39k bằng tiền mặt,39000,Cafe,Chi tiêu
Mua sữa thăm bệnh a Khoa 85k ck,85000,Tạp phẩm,Chi tiêu
Khác 2k bằng tiền mặt,2000,Khác,Chi tiêu
Thanh toán Wifi 130k,130000,4G,Chi tiêu
Trả lại tiền ăn 100k hôm nay,100000,Trả nợ,Chi tiêu
Thanh toán Ăn sáng 160k,160000,Tạp phẩm,Chi tiêu
Thanh toán Card wifi 255k,255000,4G,Chi tiêu
Bánh kem sinh nhật chị Nị 145k bằng tiền mặt,145000,Đám tiệc,Chi tiêu
Ăn sinh nhật đại ca 300 nghìn,300000,Giải trí,Chi tiêu
150000,150000,4G,Chi tiêu
Tiền  triệuong thẻ ATM 600 nghìn,600000,Khác,Chi tiêu
Mua bánh kem cho a 2 20k hôm nay,20000,Mỹ phẩm chăm sóc da,Chi tiêu
25000,25000,Tạp phẩm,Chi tiêu
Mượn tiền 2 đi Đà Lạt 2.5tr tiền,2500000,Trả nợ,Chi tiêu
Photo giấy ôn thi cho Khải 2k,2000,Giáo dục,Chi tiêu
2 trái bí đao nấu canh 8k hôm nay,8000,Tạp phẩm,Chi tiêu
Thanh toán Cho Bằng mượn 1tr,1000000,Mượn tiền,Thu nhập
Mượn tiền 200k tiền,200000,Mượn tiền,Thu nhập
Điện + wifi 222k bằng tiền mặt,222000,4G,Chi tiêu
Mua caffe đi tòa 33k tiền,33000,Cafe,Chi tiêu
150000,150000,4G,Chi tiêu
Mua caffe đi tòa 33k bằng tiền mặt,33000,Cafe,Chi tiêu
Hớt tóc 30k bằng tiền mặt,30000,Hớt tóc,Chi tiêu
Sinh nhật Hậu vs a An vs chị Sương 300k tiền,300000,Đám tiệc,Chi tiêu
"Sách ""Chinh phục những điều bất  nghìnhả thi"" 163 nghìn",163000,Giáo dục,Chi tiêu
Tiêu xài 1.2tr,1200000,Khác,Chi tiêu
Sinh nhật sếp Hoài 350 nghìn,350000,Đám tiệc,Chi tiêu
5G 150k bằng tiền mặt,150000,4G,Chi tiêu
"Sách ""Chinh phục những điều bất khả thi"" 163k tiền",163000,Giáo dục,Chi tiêu
Lãnh lương tháng 6 6.5tr,6500000,Phiếu lương,Thu nhập
100000,100000,Quà tặng,Thu nhập
Bame cho 100k tiền,100000,Khác,Chi tiêu
Mạng 5g Viettel 150k ck,150000,4G,Chi tiêu
Thanh toán Mượn chị 2 đóng học phí 1tr,1000000,Mượn tiền,Thu nhập
Xăng 50k hôm nay,50000,Di chuyển,Chi tiêu
Đám cưới Duyên 500k,500000,Đám tiệc,Chi tiêu
Mua sách 182k ck,182000,Giáo dục,Chi tiêu
3 ngày đi dạy SC 1tr bằng tiền mặt,1000000,Phiếu lương,Thu nhập
Thanh toán Mua nước chạy bộ 15k,15000,Sức khỏe,Chi tiêu
Sinh nhật Hậu vs a An vs chị Sương 300k bằng tiền mặt,300000,Đám tiệc,Chi tiêu
Thanh toán Cupe Tiên chuyển tiền 227k,227000,Khác,Chi tiêu
Thanh toán Cho Hậu mượn 100k 100k,100000,Mượn tiền,Thu nhập
Lương tháng 7 180k tiền,180000,Phiếu lương,Thu nhập
Wifi 130k bằng tiền mặt,130000,4G,Chi tiêu
Bánh kem sinh nhật Khải 210k ck,210000,Đám tiệc,Chi tiêu
"Mua sách ""Thay đổi thói quen đánh thức chính mình"" 299 nghìn",299000,Giáo dục,Chi tiêu
Đổ xăng 50k hôm nay,50000,Di chuyển,Chi tiêu
Điện + wifi 222k hôm nay,222000,4G,Chi tiêu
Thuốc ngậm viêm răng khôn 5k tiền,5000,Sức khỏe,Chi tiêu
Mẹ cho 500k 500k ck,500000,Quà tặng,Thu nhập
Mua bánh kem sinh nhật anh 2 220k hôm nay,220000,Mỹ phẩm chăm sóc da,Chi tiêu
Sách Tài chính cá nhân dành cho người Việt Nam 157 nghìn,157000,Giáo dục,Chi tiêu
Bán chai nc hoa poss 150k ck,150000,Khác,Chi tiêu
Không nhớ rõ hoặc nhầm 96k tiền,96000,Khác,Chi tiêu
Chat GPT 157 nghìn,157000,Khác,Chi tiêu
Tiền trả góp dt tháng 9 840k ck,840000,Trả nợ,Chi tiêu
Sữa tắm + lăn khử mùi 210k tiền,210000,Mỹ phẩm chăm sóc da,Chi tiêu
50000,50000,Di chuyển,Chi tiêu
60000,60000,Hớt tóc,Chi tiêu
Lượm banh tennis 100k bằng tiền mặt,100000,Quà tặng,Thu nhập
Thay nhông sên dĩa + mua bánh kem + ăn uống lặt vặt 430k hôm nay,430000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Mua thuốc 60k,60000,Sức khỏe,Chi tiêu
100000,100000,Trả nợ,Chi tiêu
Vaselines khô môi 65k,65000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Mượn tiền mua sách 120k 120k,120000,Mượn tiền,Thu nhập
Ăn uống đi bệnh viện 143k ck,143000,Giải trí,Chi tiêu
168000,168000,Cafe,Chi tiêu
Nạp tiền dt 30k ck,30000,Khác,Chi tiêu
"Hỗ trợ, hướng dẫn sư cô 2 buổi về AI 400k ck",400000,Quà tặng,Thu nhập
Cắt tóc 60k hôm nay,60000,Hớt tóc,Chi tiêu
Mượn 2 3tr 3tr bằng tiền mặt,3000000,Mượn tiền,Thu nhập
Mua thuốc cảm uống 32k hôm nay,32000,Sức khỏe,Chi tiêu
Uống nước vs bạn 168k tiền,168000,Cafe,Chi tiêu
Photo giấy ôn thi cho Khải 2k hôm nay,2000,Giáo dục,Chi tiêu
Mua chân chống + photo 18k tiền,18000,Tạp phẩm,Chi tiêu
Đám cưới 500k tiền,500000,Đám tiệc,Chi tiêu
Áo + 50k giải CLB Runner LA 200k bằng tiền mặt,200000,Trả nợ,Chi tiêu
Sách: Hiểu hết về tiền 230 nghìn,230000,Giáo dục,Chi tiêu
Ăn sáng cháo x3 60k ck,60000,Tạp phẩm,Chi tiêu
6500000,6500000,Phiếu lương,Thu nhập
Thanh toán Trà sữa 40k,40000,Cafe,Chi tiêu
Sách: Hiểu hết về tiền 230k ck,230000,Giáo dục,Chi tiêu
Kem rạng da 327k ck,327000,Mỹ phẩm chăm sóc da,Chi tiêu
Mượn chị 2 đóng học phí 1tr bằng tiền mặt,1000000,Mượn tiền,Thu nhập
60000,60000,Hớt tóc,Chi tiêu
Đưa Cupe Tiên mượn 150 nghìn,150000,Mượn tiền,Thu nhập
Trả chị 2 300k tiền,300000,Trả nợ,Chi tiêu
31000,31000,Sức khỏe,Chi tiêu
Thanh toán Đám cưới Ngân Ngân 400k,400000,Đám tiệc,Chi tiêu
Thanh toán Trả chị 2 300k,300000,Trả nợ,Chi tiêu
79000,79000,Sức khỏe,Chi tiêu
600000,600000,Phiếu lương,Thu nhập
Viettel 5G 150k,150000,4G,Chi tiêu
Thanh toán Ăn sáng 20k,20000,Tạp phẩm,Chi tiêu
Hớt tóc 35k tiền,35000,Hớt tóc,Chi tiêu
143000,143000,Giải trí,Chi tiêu
Tiền nhặt bóng tennis 500k ck,500000,Quà tặng,Thu nhập
Xin mẹ 200k bỏ bóp hớt tóc 200k tiền,200000,Quà tặng,Thu nhập
Thanh toán Tiền bán dt anh 2 cho 200k,200000,Quà tặng,Thu nhập
Thuốc 7 ngày 98k bằng tiền mặt,98000,Sức khỏe,Chi tiêu
Thuốc 120k hôm nay,120000,Sức khỏe,Chi tiêu
Uống nước vs bạn 168k hôm nay,168000,Cafe,Chi tiêu
26000,26000,Mỹ phẩm chăm sóc da,Chi tiêu
Phiếu lương 7.4tr,7400000,Phiếu lương,Thu nhập
400000,400000,Quà tặng,Thu nhập
Sinh nhật Hậu vs a An vs chị Sương 300k hôm nay,300000,Đám tiệc,Chi tiêu
Cho Bằng mượn 1tr bằng tiền mặt,1000000,Mượn tiền,Thu nhập
Xăng xe 30k ck,30000,Di chuyển,Chi tiêu
30000,30000,Khác,Chi tiêu
Thay nhớt 120 nghìn,120000,Di chuyển,Chi tiêu
Đổ xăng 30 nghìn,30000,Di chuyển,Chi tiêu
Xăng 50k,50000,Di chuyển,Chi tiêu
Mua 2 ngày thuốc cảm 40k bằng tiền mặt,40000,Sức khỏe,Chi tiêu
Uống nước vs bạn 168k ck,168000,Cafe,Chi tiêu
Mua sữa cho bame 98k,98000,Sức khỏe,Chi tiêu
Cho Bằng mượn tiền 500k,500000,Mượn tiền,Thu nhập
Xăng 50k,50000,Di chuyển,Chi tiêu
Thay nhớt xe 100k tiền,100000,Khác,Chi tiêu
Thanh toán Bánh kem sinh nhật Khải 210k,210000,Đám tiệc,Chi tiêu
Wifi tháng 5 65k tiền,65000,4G,Chi tiêu
Dây cáp mạng 120 nghìn,120000,4G,Chi tiêu
Thanh toán Nước đá 50k,50000,Tạp phẩm,Chi tiêu
30000,30000,Tạp phẩm,Chi tiêu
Ăn sinh nhật đại ca 300k bằng tiền mặt,300000,Giải trí,Chi tiêu
Trả chị 2 1tr ck,1000000,Trả nợ,Chi tiêu
Thanh toán Trả tiền thiếu 100k,100000,Trả nợ,Chi tiêu
Sinh nhật sếp Hoài 350 nghìn,350000,Đám tiệc,Chi tiêu
Mua đá hồi phục 10k bằng tiền mặt,10000,Sức khỏe,Chi tiêu
10000,10000,Giải trí,Chi tiêu
Thanh toán Đám cưới Duyên 500k,500000,Đám tiệc,Chi tiêu
Cho Bằng mượn 1tr bằng tiền mặt,1000000,Mượn tiền,Thu nhập
ChayGPT Plus share 1 tháng 157k bằng tiền mặt,157000,Khác,Chi tiêu
Hùng tiền nhậu 100k,100000,Đám tiệc,Chi tiêu
Trả nợ chị 2 1.5tr bằng tiền mặt,1500000,Trả nợ,Chi tiêu
Lương tháng 10 2tr ck,1990000,Phiếu lương,Thu nhập
Sinh nhật sếp Hoài 350 nghìn,350000,Đám tiệc,Chi tiêu
Trả tiền ăn cơ quan 150k bằng tiền mặt,150000,Phiếu lương,Thu nhập
Ăn sinh nhật đại ca 300k bằng tiền mặt,300000,Giải trí,Chi tiêu
Thanh toán Sinh nhật Mỹ Nhàn 600k,600000,Đám tiệc,Chi tiêu
Thanh toán Caffe vs đám bạn 66k,66000,Cafe,Chi tiêu
Mượn tiền mua sách 120k 120k hôm nay,120000,Mượn tiền,Thu nhập
Trả lại tiền ăn 100k tiền,100000,Trả nợ,Chi tiêu
Tiền ăn 500k tiền,500000,Trả nợ,Chi tiêu
Thay nhớt 120 nghìn,120000,Di chuyển,Chi tiêu
Nạp tiền dt mua mạng 10k hôm nay,10000,4G,Chi tiêu
Mua sữa cho nội 300k bằng tiền mặt,300000,Mượn tiền,Thu nhập
Thanh toán Xăng 50k,50000,Di chuyển,Chi tiêu
Thanh toán Ship hàng sim 30k,30000,4G,Chi tiêu
Đổ xăng 50k ck,50000,Di chuyển,Chi tiêu
Photo document English 60k tiền,60000,Giáo dục,Chi tiêu
2 cho 500k 500k tiền,500000,Quà tặng,Thu nhập
Lương tháng 1 2 triệu,1962000,Phiếu lương,Thu nhập
Tiền ăn lễ 225k bằng tiền mặt,225000,Phiếu lương,Thu nhập
Photo giấy ôn thi cho Khải 2k bằng tiền mặt,2000,Giáo dục,Chi tiêu
Thanh toán Xà bông gội đầu 15k,15000,Mỹ phẩm chăm sóc da,Chi tiêu
Mượn chị 2 đóng học phí 1tr hôm nay,1000000,Mượn tiền,Thu nhập
Mua sách 155 nghìn,155000,Giáo dục,Chi tiêu
Uống nước nghe nhạc 40k bằng tiền mặt,40000,Cafe,Chi tiêu
Sinh nhật Mỹ Nhàn 600k tiền,600000,Đám tiệc,Chi tiêu
Wifi 130k bằng tiền mặt,130000,4G,Chi tiêu
Hớt tóc 50k hôm nay,50000,Hớt tóc,Chi tiêu
Lương tháng 1 2tr tiền,1962000,Phiếu lương,Thu nhập
Mua bánh kem sinh nhật anh 2 220k bằng tiền mặt,220000,Mỹ phẩm chăm sóc da,Chi tiêu
Uống nước vs bạn 168k ck,168000,Cafe,Chi tiêu
Thuốc cảm 154k tiền,154000,Sức khỏe,Chi tiêu
Cho Cupe Tiên mượn đóng tiền học 300 nghìn,300000,Mượn tiền,Thu nhập
Nước coca coi phim 57k bằng tiền mặt,57000,Giải trí,Chi tiêu
Hùng tiền nhậu 100k tiền,100000,Đám tiệc,Chi tiêu
Hớt tóc 70k,70000,Hớt tóc,Chi tiêu
Mua sách 155k tiền,155000,Giáo dục,Chi tiêu
Thanh toán Caffe vs đám bạn 66k,66000,Cafe,Chi tiêu
Ăn sáng 100k,100000,Tạp phẩm,Chi tiêu
Xà bông gội đầu 25k hôm nay,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Phụ cấp tháng 7/2025 2.1tr ck,2150000,Phiếu lương,Thu nhập
Hớt tóc 70k hôm nay,70000,Hớt tóc,Chi tiêu
Mua bánh xèo vào ăn vs Bằng 100k tiền,100000,Giải trí,Chi tiêu
Mua bánh xèo vào ăn vs Bằng 100k tiền,100000,Giải trí,Chi tiêu
Hớt tóc 50k,50000,Hớt tóc,Chi tiêu
300000,300000,Quà tặng,Thu nhập
Thanh toán Hớt tóc 60k,60000,Hớt tóc,Chi tiêu
Caffe vs đám bạn 66k bằng tiền mặt,66000,Cafe,Chi tiêu
Thanh toán Nạp tiền dt mua mạng 10k,10000,4G,Chi tiêu
Phụ cấp tháng 6/2025 2.1tr hôm nay,2100000,Phiếu lương,Thu nhập
Thanh toán Học phí kỳ 1 UIT 6.3tr,6320000,Giáo dục,Chi tiêu
Nạp tiền dt cho mẹ 30k ck,30000,Khác,Chi tiêu
Mua 2 ngày thuốc 100k hôm nay,100000,Sức khỏe,Chi tiêu
Ăn kem 30k tiền,30000,Cafe,Chi tiêu
Mua khăn giấy 70k hôm nay,70000,Tạp phẩm,Chi tiêu
Viettel 5G 150k,150000,4G,Chi tiêu
Thanh toán Hớt tóc 50k,50000,Hớt tóc,Chi tiêu
Thanh toán Tiền nhặt bóng tennis 500k,500000,Quà tặng,Thu nhập
Tiền trong thẻ ATM 600k hôm nay,600000,Khác,Chi tiêu
Photo document English 60 nghìn,60000,Giáo dục,Chi tiêu
Mua thùng mì 100k bằng tiền mặt,100000,Tạp phẩm,Chi tiêu
Mẹ cho 800k,800000,Quà tặng,Thu nhập
Sách Khắc đi khắc đến - Xuân Phượng 145k tiền,145000,Giáo dục,Chi tiêu
Mẹ cho 500k bằng tiền mặt,500000,Quà tặng,Thu nhập
Nc tẩy trang + srm + bông tẩy trang 395k bằng tiền mặt,395000,Mỹ phẩm chăm sóc da,Chi tiêu
Thuốc nhỏ mắt 20k,20000,Sức khỏe,Chi tiêu
210000,210000,Đám tiệc,Chi tiêu
Mua bánh xèo vào ăn vs Bằng 100k tiền,100000,Giải trí,Chi tiêu
30000,30000,Hớt tóc,Chi tiêu
Thanh toán Photo công chứng 60k,60000,Khác,Chi tiêu
Phiếu lương 7.4tr ck,7400000,Phiếu lương,Thu nhập
Sinh nhật Mỹ Nhàn 600k bằng tiền mặt,600000,Đám tiệc,Chi tiêu
Ăn cơm trưa 38k hôm nay,38000,Tạp phẩm,Chi tiêu
Hớt tóc 30k hôm nay,30000,Hớt tóc,Chi tiêu
Mua 3 trái dừa 30k ck,30000,Tạp phẩm,Chi tiêu
Mượn a Hảo tiền mua caffe 50k hôm nay,50000,Trả nợ,Chi tiêu
Dây đeo đồng hồ 310 nghìn,310000,Khác,Chi tiêu
Mạng 150k ck,150000,4G,Chi tiêu
Xăng xe 50k bằng tiền mặt,50000,Di chuyển,Chi tiêu
Ăn uống lặt vặt 45k tiền,45000,Tạp phẩm,Chi tiêu
100000,100000,Trả nợ,Chi tiêu
10000,10000,Sức khỏe,Chi tiêu
Điện + wifi 222k ck,222000,4G,Chi tiêu
Trail leo núi Dinh BR VT 298 nghìn,298000,Giải trí,Chi tiêu
Thay nhông sên dĩa + mua bánh kem + ăn uống lặt vặt 430k bằng tiền mặt,430000,Mỹ phẩm chăm sóc da,Chi tiêu
Đám cưới Oanh 1tr,1000000,Giải trí,Chi tiêu
Thanh toán Ăn uống vs bạn bè 200k,200000,Giải trí,Chi tiêu
Ăn uống vs bạn bè 200k bằng tiền mặt,200000,Giải trí,Chi tiêu
Trả chị 2 300k hôm nay,300000,Trả nợ,Chi tiêu
Mua dầu gội clear 185k,185000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Bame cho tiền bán ve chai 360k,360000,Quà tặng,Thu nhập
Hớt tóc 50k hôm nay,50000,Hớt tóc,Chi tiêu
Mua đất sét cho Khải học 23 nghìn,23000,Giáo dục,Chi tiêu
Học phí kỳ 1 UIT 6.3tr tiền,6320000,Giáo dục,Chi tiêu
220000,220000,Sức khỏe,Chi tiêu
Mua caffe đi tòa 33k hôm nay,33000,Cafe,Chi tiêu
33000,33000,Cafe,Chi tiêu
Đổ xăng 50 nghìn,50000,Di chuyển,Chi tiêu
Phụ cấp tháng 10 2tr tiền,2000000,Phiếu lương,Thu nhập
Trả tiền cupe Tiên 500k ck,500000,Trả nợ,Chi tiêu
Thanh toán Đổ xăng + mua đồ ăn 167k,167000,Di chuyển,Chi tiêu
Hùng tiền tất niên 100k,100000,Trả nợ,Chi tiêu
Thanh toán Lượm banh tennis 100k,100000,Quà tặng,Thu nhập
Hớt tóc 60k,60000,Hớt tóc,Chi tiêu
Lương tháng 3 3.9tr,3850000,Phiếu lương,Thu nhập
Thanh toán Hùng tiền nhậu 100k,100000,Đám tiệc,Chi tiêu
Thay nhớt 115k hôm nay,115000,Di chuyển,Chi tiêu
Trail leo núi Dinh BR VT 298k hôm nay,298000,Giải trí,Chi tiêu
Mượn tiền 2 đi Đà Lạt 2.5tr bằng tiền mặt,2500000,Trả nợ,Chi tiêu
Phụ cấp tháng 9 2tr hôm nay,1953000,Phiếu lương,Thu nhập
26000,26000,Mỹ phẩm chăm sóc da,Chi tiêu
Bắt grab về nhà nghỉ bù lễ 210 nghìn,210000,Di chuyển,Chi tiêu
Trả chị 2 1 triệu,1000000,Trả nợ,Chi tiêu
Nc tẩy trang 165k tiền,165000,Mỹ phẩm chăm sóc da,Chi tiêu
Sách Tài chính cá nhân dành cho người Việt Nam 157 nghìn,157000,Giáo dục,Chi tiêu
Xăng 50 nghìn,50000,Di chuyển,Chi tiêu
Photo giấy ôn thi cho Khải 2k tiền,2000,Giáo dục,Chi tiêu
Lì xi trưởng CAH 500k ck,500000,Quà tặng,Thu nhập
Nạp tiền dt 10k bằng tiền mặt,10000,Khác,Chi tiêu
Sáp khử mùi 119k ck,119000,Mỹ phẩm chăm sóc da,Chi tiêu
Thay nhông sên dĩa + mua bánh  nghìnem + ăn uống lặt vặt 430 nghìn,430000,Mỹ phẩm chăm sóc da,Chi tiêu
Mua caffe đi tòa 33k hôm nay,33000,Cafe,Chi tiêu
Hùng tiền nhậu 100k ck,100000,Đám tiệc,Chi tiêu
Trail leo núi Dinh BR VT 298k hôm nay,298000,Giải trí,Chi tiêu
Thanh toán Thưởng tết 5.7tr,5700000,Phiếu lương,Thu nhập
Ăn uống vs sếp 150k,150000,Tạp phẩm,Chi tiêu
Mua thuốc 28k hôm nay,28000,Sức khỏe,Chi tiêu
Uống nước nghe nhạc 40k bằng tiền mặt,40000,Cafe,Chi tiêu
Sinh tố bơ 39k ck,39000,Cafe,Chi tiêu
Cạo vôi răng 100k hôm nay,100000,Sức khỏe,Chi tiêu
Sách Tài chính cá nhân dành cho người Việt Nam 157k tiền,157000,Giáo dục,Chi tiêu
Chat GPT 157k tiền,157000,Khác,Chi tiêu
Đám cưới Ngân Ngân 400k hôm nay,400000,Đám tiệc,Chi tiêu
"Đặc thù, truy lãnh, tiền ăn tết, bánh chưng, định lượng 5.4tr tiền",5400000,Quà tặng,Thu nhập
Thanh toán Mượn a Hảo. Đã trả 100k,100000,Trả nợ,Chi tiêu
Sách Con đường chẳng mấy ai đi 123k tiền,123000,Giáo dục,Chi tiêu
Mượn 2 3 triệu 3 triệu,3000000,Mượn tiền,Thu nhập
5G 150k hôm nay,150000,4G,Chi tiêu
3 ngày đi dạy SC 1tr,1000000,Phiếu lương,Thu nhập
Thanh toán Nước đá thả lỏng sau long run 5k,5000,Sức khỏe,Chi tiêu
